timestamp,ALFOST Final Discharge,ALFOST Rotations Biofilter 1,ALFOST Rotations Biofilter 3,ALFOST Rotations Biofilter 2,ALFOST Balance Tank Level
3/6/2023 12:00,13.35917854,155,173,112,7.249998133
3/6/2023 13:00,14.73051725,155,173,112,7.368748
3/6/2023 14:00,14.25729842,121,150,106,7.4937481
3/6/2023 15:00,14.26227658,121,150,106,10.368748
3/6/2023 16:00,17.40262142,121,150,106,12.287498
3/6/2023 17:00,15.90067925,257,253,204,12.2524982
3/6/2023 18:00,17.09807475,257,253,204,12.281248
3/6/2023 19:00,14.34251279,257,253,204,12.3312485
3/6/2023 20:00,17.49076417,287,292,215,12.3937485
3/6/2023 21:00,15.10036542,287,292,215,12.36249833
3/6/2023 22:00,13.45815608,190,223,155,12.38333133
3/6/2023 23:00,11.93249438,190,223,155,12.41249833
3/7/2023 0:00,12.35124625,110,167,104,12.449998
3/7/2023 1:00,9.565522517,110,167,104,12.424998
3/7/2023 2:00,8.869750617,110,167,104,12.41249833
3/7/2023 3:00,9.142085792,110,167,104,12.3906235
3/7/2023 4:00,6.797369,170,230,150,12.379165
3/7/2023 5:00,9.893496,170,230,150,12.418748
3/7/2023 6:00,7.909257158,170,230,150,12.456248
3/7/2023 7:00,11.48240958,170,230,150,12.431248
3/7/2023 8:00,17.26001133,187,237,161,11.21874825
3/7/2023 9:00,15.79818758,187,237,161,10.637498
3/7/2023 10:00,14.48512258,190,206,159,10.8324984
3/7/2023 11:00,14.12962308,190,206,159,10.93749825
3/7/2023 12:00,14.34427,159,182,137,10.76249825
3/7/2023 13:00,15.16186075,159,182,137,11.30624825
3/7/2023 14:00,13.04965387,153,153,122,11.994998
3/7/2023 15:00,12.92139263,153,153,122,11.86041483
3/7/2023 16:00,13.63502763,153,153,122,11.6270815
3/7/2023 17:00,12.34656108,238,236,150,11.74374825
3/7/2023 18:00,13.88276475,238,236,150,12.437498
3/7/2023 19:00,15.26581642,238,236,150,12.637498
3/7/2023 20:00,15.03682042,327,308,244,12.734373
3/7/2023 21:00,14.53490442,327,308,244,12.82812325
3/7/2023 22:00,14.93169342,207,225,167,12.79583167
3/7/2023 23:00,11.73688208,207,225,167,12.76249833
3/8/2023 0:00,11.88974092,163,163,139,12.73437325
3/8/2023 1:00,9.790418483,163,163,139,12.593748
3/8/2023 2:00,9.669478458,163,163,139,12.57812375
3/8/2023 3:00,8.7605238,163,163,139,12.60833167
3/8/2023 4:00,9.308415042,144,211,185,12.54166467
3/8/2023 5:00,8.6231848,144,211,185,12.59999825
3/8/2023 6:00,9.558201775,144,211,185,12.5374985
3/8/2023 7:00,11.20802483,144,211,185,12.487498
3/8/2023 8:00,17.01256725,185,194,178,12.29687325
3/8/2023 9:00,12.0677835,185,194,178,12.16874825
3/8/2023 10:00,12.99313696,216,192,168,12.53437375
3/8/2023 11:00,14.21864417,216,192,168,12.38333167
3/8/2023 12:00,14.07134933,123,153,152,12.245832
3/8/2023 13:00,14.67341475,123,153,152,12.39687325
3/8/2023 14:00,12.22503508,97,154,136,12.63749825
3/8/2023 15:00,12.41069142,97,154,136,12.820832
3/8/2023 16:00,12.27657392,97,154,136,12.674998
3/8/2023 17:00,13.27777079,139,200,163,12.695832
3/8/2023 18:00,15.050584,139,200,163,12.86666467
3/8/2023 19:00,15.33375375,139,200,163,12.82499867
3/8/2023 20:00,15.98120825,201,276,252,12.9812485
3/8/2023 21:00,13.58641717,201,276,252,12.924998
3/8/2023 22:00,15.14077675,171,179,174,12.937498
3/8/2023 23:00,13.19519187,171,179,174,12.91249825
3/9/2023 0:00,12.61011092,152,181,145,12.93333133
3/9/2023 1:00,10.74564108,152,181,145,12.966665
3/9/2023 2:00,11.23906496,152,181,145,12.95937325
3/9/2023 3:00,10.44665821,152,181,145,12.93333133
3/9/2023 4:00,10.70288725,197,249,214,12.941665
3/9/2023 5:00,9.3848444,197,249,214,12.95833133
3/9/2023 6:00,10.51752398,197,249,214,12.8749985
3/9/2023 7:00,12.44905271,197,249,214,12.86249825
3/9/2023 8:00,14.85028583,213,265,262,12.887498
3/9/2023 9:00,16.83628158,213,265,262,13.45833167
3/9/2023 10:00,18.51187408,197,205,223,15.612498
3/9/2023 11:00,16.84565242,197,205,223,58.88125
3/9/2023 12:00,21.80478467,249,257,218,99.06875
3/9/2023 13:00,21.5142945,249,257,218,100.375
3/9/2023 14:00,17.67554192,230,265,226,100.059375
3/9/2023 15:00,22.34389117,230,265,226,99.93125
3/9/2023 16:00,18.7654675,230,265,226,98.559375
3/9/2023 17:00,22.17931917,290,369,378,99.55
3/9/2023 18:00,20.460387,290,369,378,98.984375
3/9/2023 19:00,21.0554245,290,369,378,98.959375
3/9/2023 20:00,20.05129933,240,303,318,99.01875
3/9/2023 21:00,20.40914133,240,303,318,98.83125
3/9/2023 22:00,21.95764417,192,171,189,99.45
3/9/2023 23:00,22.44960425,192,171,189,100.28125
3/10/2023 0:00,22.40040783,226,161,195,99.91666667
3/10/2023 1:00,22.435548,226,161,195,99.175
3/10/2023 2:00,22.83145875,226,161,195,99.71125
3/10/2023 3:00,23.04815558,226,161,195,100.0375
3/10/2023 4:00,22.94595667,463,356,303,100.465
3/10/2023 5:00,22.43642675,463,356,303,100.409375
3/10/2023 6:00,24.27541992,463,356,303,100.30625
3/10/2023 7:00,28.05619067,463,356,303,100.484375
3/10/2023 8:00,9.821166058,455,364,294,100.5666667
3/10/2023 9:00,12.41830517,455,364,294,100.56875
3/10/2023 10:00,21.33508042,215,221,195,100.771875
3/10/2023 11:00,27.44065508,215,221,195,100.8375
3/10/2023 12:00,28.05648342,238,217,240,100.521875
3/10/2023 13:00,28.05648358,238,217,240,100.0125
3/10/2023 14:00,21.75148892,170,184,178,99.5675
3/10/2023 15:00,20.8232075,170,184,178,99.603125
3/10/2023 16:00,27.78824842,170,184,178,99.67
3/10/2023 17:00,28.05882658,344,323,264,100.196875
3/10/2023 18:00,23.561785,344,323,264,99.653125
3/10/2023 19:00,11.792813,344,323,264,98.84375
3/10/2023 20:00,9.7707986,392,369,367,99.765625
3/10/2023 21:00,25.72230883,392,369,367,98.8875
3/10/2023 22:00,28.05589775,295,298,291,98.175
3/10/2023 23:00,26.0804445,295,298,291,98.865625
3/11/2023 0:00,22.13627225,262,250,237,98.596875
3/11/2023 1:00,20.87181783,262,250,237,98.51875
3/11/2023 2:00,21.52922867,262,250,237,97.65625
3/11/2023 3:00,22.06599267,262,250,237,98.278125
3/11/2023 4:00,22.34066975,691,623,598,98.13125
3/11/2023 5:00,22.33979175,691,623,598,97.99375
3/11/2023 6:00,22.66044383,691,623,598,97.40625
3/11/2023 7:00,22.96469783,691,623,598,97.6
3/11/2023 8:00,23.10232942,714,594,633,98.08125
3/11/2023 9:00,22.95474183,714,594,633,99.1078125
3/11/2023 10:00,22.11548108,301,287,256,98.81875
3/11/2023 11:00,21.97550675,301,287,256,98.928125
3/11/2023 12:00,22.44784683,268,263,279,98.1125
3/11/2023 13:00,22.63789592,268,263,279,98.29375
3/11/2023 14:00,22.70846883,276,290,264,96.928125
3/11/2023 15:00,22.11284575,276,290,264,93.021875
3/11/2023 16:00,21.15440233,276,290,264,89.00625
3/11/2023 17:00,20.75029225,394,420,353,82.86875
3/11/2023 18:00,20.56287917,394,420,353,78.1
3/11/2023 19:00,20.5350595,394,420,353,74.728125
3/11/2023 20:00,20.32363417,447,400,366,72.3525
3/11/2023 21:00,20.20093667,447,400,366,66.3031245
3/11/2023 22:00,19.536205,215,221,197,52.093749
3/11/2023 23:00,19.84953708,215,221,197,34.093749
3/12/2023 0:00,20.24749708,210,240,201,13.9031235
3/12/2023 1:00,20.26243158,210,240,201,4.51874805
3/12/2023 2:00,18.74965533,210,240,201,1.878123075
3/12/2023 3:00,14.38790217,210,240,201,1.887498
3/12/2023 4:00,14.792012,339,431,334,1.966664733
3/12/2023 5:00,14.31293662,339,431,334,1.949998025
3/12/2023 6:00,14.21425188,339,431,334,1.9583314
3/12/2023 7:00,13.15829492,339,431,334,1.9083314
3/12/2023 8:00,17.19558817,229,315,282,1.75624805
3/12/2023 9:00,16.90392621,229,315,282,2.599998
3/12/2023 10:00,20.14383425,178,192,163,5.810712329
3/12/2023 11:00,17.57627129,178,192,163,12.637498
3/12/2023 12:00,19.10661883,227,241,191,21.2749985
3/12/2023 13:00,19.325658,227,241,191,28.871874
3/12/2023 14:00,15.9457755,178,212,171,24.43749875
3/12/2023 15:00,18.60733775,178,212,171,22.634374
3/12/2023 16:00,20.51104775,178,212,171,6.374998
3/12/2023 17:00,17.22604317,312,330,299,4.799998075
3/12/2023 18:00,18.99827025,312,330,299,3.36562305
3/12/2023 19:00,17.89985233,312,330,299,8.853123
3/12/2023 20:00,16.59615837,260,321,261,14.18437325
3/12/2023 21:00,17.84802092,260,321,261,16.721874
3/12/2023 22:00,19.79770542,169,195,180,64.281249
3/12/2023 23:00,20.54677317,169,195,180,100.65
3/13/2023 0:00,21.07328742,223,230,197,98.19375
3/13/2023 1:00,21.21326183,223,230,197,98.475
3/13/2023 2:00,19.64074633,223,230,197,98.896875
3/13/2023 3:00,22.17990433,223,230,197,99.321875
3/13/2023 4:00,22.24784225,423,489,431,98.0625
3/13/2023 5:00,21.83787533,423,489,431,97.855
3/13/2023 6:00,21.655733,423,489,431,98.16785714
3/13/2023 7:00,21.14005333,423,489,431,97.915625
3/13/2023 8:00,21.20301233,450,466,444,98.3
3/13/2023 9:00,21.47388325,450,466,444,98.28958333
3/13/2023 10:00,22.177269,226,246,220,99.66
3/13/2023 11:00,22.60217017,226,246,220,99
3/13/2023 12:00,22.81125308,225,259,202,97.865625
3/13/2023 13:00,0,225,259,202,97.93125
3/13/2023 14:00,22.167312,211,234,194,97.6575
3/13/2023 15:00,22.85078525,211,234,194,97.571875
3/13/2023 16:00,19.54938325,211,234,194,96.290625
3/13/2023 17:00,18.868545,303,343,272,96.68125
3/13/2023 18:00,16.89104175,303,343,272,96.759375
3/13/2023 19:00,20.105473,303,343,272,98.95625
3/13/2023 20:00,20.820572,289,292,263,98.875
3/13/2023 21:00,20.94180525,289,292,263,98.246875
3/13/2023 22:00,21.19657,231,211,207,97.01875
3/13/2023 23:00,21.0393185,231,211,207,98.703125
3/14/2023 0:00,16.46584775,243,210,218,98.509375
3/14/2023 1:00,18.16398775,243,210,218,95.4125
3/14/2023 2:00,18.53120075,243,210,218,85.821875
3/14/2023 3:00,17.9821385,243,210,218,93.903125
3/14/2023 4:00,20.99627175,463,398,392,96.178125
3/14/2023 5:00,17.45591675,463,398,392,96.6375
3/14/2023 6:00,21.81152025,463,398,392,98.971875
3/14/2023 7:00,21.28442,463,398,392,99.54375
3/14/2023 8:00,19.28407525,445,417,376,98.78125
3/14/2023 9:00,21.11574775,445,417,376,98.353125
3/14/2023 10:00,18.4530155,259,210,180,98.44375
3/14/2023 11:00,19.8753065,259,210,180,99.046875
3/14/2023 12:00,20.179267,189,225,213,98.28977273
3/14/2023 13:00,16.73291163,189,225,213,98.07
3/14/2023 14:00,19.7259605,225,221,213,94.84583333
3/14/2023 15:00,18.36780025,225,221,213,86.790625
3/14/2023 16:00,19.70224125,225,221,213,76.128125
3/14/2023 17:00,17.40847825,304,303,275,69.978125
3/14/2023 18:00,18.57424775,304,303,275,66.185
3/14/2023 19:00,19.9288945,304,303,275,66.634375
3/14/2023 20:00,18.94058225,332,314,306,70.84375
3/14/2023 21:00,18.5601915,332,314,306,69.9125
3/14/2023 22:00,19.205011,247,220,251,58.4218745
3/14/2023 23:00,20.5403305,247,220,251,31.50937375
3/15/2023 0:00,20.00883775,297,273,277,9.33437325
3/15/2023 1:00,15.89306575,297,273,277,0.012498
3/15/2023 2:00,14.129916,297,273,277,0.112498003
3/15/2023 3:00,11.08503475,297,273,277,0.053123
3/15/2023 4:00,11.39865975,319,336,358,0.062498
3/15/2023 5:00,11.08854875,319,336,358,0.009373
3/15/2023 6:00,13.38846225,319,336,358,-2.00E-06
3/15/2023 7:00,13.94894475,319,336,358,-0.037502002
3/15/2023 8:00,16.53261363,314,276,318,2.918331396
3/15/2023 9:00,16.80670538,314,276,318,5.837498075
3/15/2023 10:00,18.31157575,248,234,178,13.281248
3/15/2023 11:00,16.27609175,248,234,178,13.9499985
3/15/2023 12:00,19.39740175,184,199,156,4.34999805
3/15/2023 13:00,16.85414425,184,199,156,1.55937305
3/15/2023 14:00,15.53903,210,217,145,2.57812305
3/15/2023 15:00,14.59991313,210,217,145,3.784373025
3/15/2023 16:00,14.0859915,210,217,145,4.59687315
3/15/2023 17:00,16.11269063,223,244,196,4.929164767
3/15/2023 18:00,14.4075215,223,244,196,6.18749815
3/15/2023 19:00,19.4606545,223,244,196,9.503123
3/15/2023 20:00,18.99329175,295,313,222,14.81874825
3/15/2023 21:00,17.2793385,295,313,222,19.58749875
3/15/2023 22:00,18.82462,194,219,149,26.784373
3/15/2023 23:00,20.63433025,194,219,149,41.60625
3/16/2023 0:00,18.46092125,197,225,171,37.03437325
3/16/2023 1:00,19.46680375,197,225,171,17.32812375
3/16/2023 2:00,14.925837,197,225,171,1.562498017
3/16/2023 3:00,13.15741625,197,225,171,0.92187301
3/16/2023 4:00,11.9134605,297,332,256,0.916664677
3/16/2023 5:00,18.0893155,297,332,256,5.174998075
3/16/2023 6:00,17.35137525,297,332,256,13.581248
3/16/2023 7:00,21.38369075,297,332,256,15.5656235
3/16/2023 8:00,17.640402,374,401,283,34.1374995
3/16/2023 9:00,16.385904,374,401,283,41.66875
3/16/2023 10:00,17.7923825,192,215,171,46.553124
3/16/2023 11:00,18.91861925,192,215,171,48.65
3/16/2023 12:00,16.75750925,195,198,147,46.8687495
3/16/2023 13:00,17.427805,195,198,147,44.89375
3/16/2023 14:00,15.86846725,191,217,159,43.566666
3/16/2023 15:00,16.40874525,191,217,159,43.34999775
3/16/2023 16:00,20.1564265,191,217,159,38.74999825
3/16/2023 17:00,19.16635675,318,312,298,78.971875
3/16/2023 18:00,18.09985775,318,312,298,95.80625
3/16/2023 19:00,17.28197425,318,312,298,95.634375
3/16/2023 20:00,20.712517,321,343,349,95.559375
3/16/2023 21:00,17.77920525,321,343,349,95.140625
3/16/2023 22:00,16.59410825,197,229,210,91.65625
3/16/2023 23:00,20.05803375,197,229,210,82.64375
3/17/2023 0:00,18.4336875,212,223,181,66.765625
3/17/2023 1:00,16.93760175,212,223,181,43.91562425
3/17/2023 2:00,18.452136,212,223,181,21.0312485
3/17/2023 3:00,15.00841675,212,223,181,0.168748005
3/17/2023 4:00,12.83149288,356,360,410,0.083331333
3/17/2023 5:00,10.60185987,356,360,410,0.024998
3/17/2023 6:00,12.50381225,356,360,410,0.074998
3/17/2023 7:00,14.50152125,356,360,410,1.524998
3/17/2023 8:00,18.59708875,273,382,329,7.548609144
3/17/2023 9:00,19.092563,273,382,329,13.459373
3/17/2023 10:00,17.56836475,192,198,213,19.76874825
3/17/2023 11:00,19.37368225,192,198,213,18.387499
3/17/2023 12:00,18.56985525,196,210,204,3.06562301
3/17/2023 13:00,13.24438775,196,210,204,2.37249804
3/17/2023 14:00,17.205545,187,207,182,5.225959585
3/17/2023 15:00,15.15073275,187,207,182,6.63249806
3/17/2023 16:00,15.75865525,187,207,182,7.885712386
3/17/2023 17:00,15.29480675,249,280,236,10.88437325
3/17/2023 18:00,16.17857788,249,280,236,14.331248
3/17/2023 19:00,17.23892787,249,280,236,16.2187485
3/17/2023 20:00,18.64013525,357,369,283,12.45312325
3/17/2023 21:00,17.940849,357,369,283,4.703123025
3/17/2023 22:00,17.34346875,248,252,210,1.03124802
3/17/2023 23:00,11.3881175,248,252,210,1.50374803
3/18/2023 0:00,13.76709575,147,163,167,1.581248
3/18/2023 1:00,13.5667975,147,163,167,1.53124805
3/18/2023 2:00,11.59544363,147,163,167,1.53124805
3/18/2023 3:00,13.92083325,147,163,167,1.537498033
3/18/2023 4:00,11.1526795,225,344,319,1.559373025
3/18/2023 5:00,9.74971485,225,344,319,1.537498025
3/18/2023 6:00,12.74891425,225,344,319,1.449998
3/18/2023 7:00,13.60720825,225,344,319,1.437498
3/18/2023 8:00,14.7387165,194,303,273,1.795831367
3/18/2023 9:00,18.47497675,194,303,273,5.865623075
3/18/2023 10:00,16.473754,181,247,181,13.66874875
3/18/2023 11:00,19.0697215,181,247,181,9.993748
3/18/2023 12:00,19.149665,203,215,219,3.8281231
3/18/2023 13:00,16.117083,203,215,219,5.974998
3/18/2023 14:00,15.610188,184,231,166,7.418748
3/18/2023 15:00,14.91880913,184,231,166,8.659373
3/18/2023 16:00,13.812777,184,231,166,9.44062325
3/18/2023 17:00,13.6458625,236,283,258,10.2031235
3/18/2023 18:00,9.8656765,236,283,258,10.41874875
3/18/2023 19:00,15.4257035,236,283,258,10.862498
3/18/2023 20:00,13.968272,256,291,258,10.90416467
3/18/2023 21:00,13.21276225,256,291,258,10.937498
3/18/2023 22:00,13.52111525,145,184,146,10.94285514
3/18/2023 23:00,13.7960855,145,184,146,11.062498
3/19/2023 0:00,15.15249013,123,143,136,11.09583154
3/19/2023 1:00,15.08045275,123,143,136,11.2267839
3/19/2023 2:00,13.33926575,123,143,136,11.21749815
3/19/2023 3:00,15.31852675,123,143,136,11.49166492
3/19/2023 4:00,12.3368975,225,289,230,11.537498
3/19/2023 5:00,10.91460563,225,289,230,11.516665
3/19/2023 6:00,11.43731325,225,289,230,11.4562485
3/19/2023 7:00,11.01299788,225,289,230,10.93333133
3/19/2023 8:00,15.1208635,147,222,190,9.7649984
3/19/2023 9:00,18.18067975,147,222,190,10.856248
3/19/2023 10:00,19.7259615,193,217,199,13.792498
3/19/2023 11:00,19.172506,193,217,199,15.0174982
3/19/2023 12:00,18.8131995,224,234,185,15.12499833
3/19/2023 13:00,19.57310225,224,234,185,15.5474984
3/19/2023 14:00,15.58910425,205,233,213,15.934998
3/19/2023 15:00,14.88454763,205,233,213,16.08749867
3/19/2023 16:00,14.0930195,205,233,213,15.9020815
3/19/2023 17:00,18.989778,284,318,267,3.745831333
3/19/2023 18:00,20.9602545,284,318,267,3.431248025
3/19/2023 19:00,19.18568375,284,318,267,5.4499981
3/19/2023 20:00,19.59067225,411,422,421,7.656248
3/19/2023 21:00,16.99734,411,422,421,8.762498
3/19/2023 22:00,17.24946975,291,269,266,8.678123
3/19/2023 23:00,16.18297025,291,269,266,8.681248
3/20/2023 0:00,12.9360345,221,239,236,8.674998
3/20/2023 1:00,11.791349,221,239,236,8.674998
3/20/2023 2:00,10.42703835,221,239,236,8.690623
3/20/2023 3:00,9.480015,221,239,236,8.641664667
3/20/2023 4:00,11.20099688,166,244,209,8.670831333
3/20/2023 5:00,11.29499625,166,244,209,8.668748
3/20/2023 6:00,18.37922025,166,244,209,10.387498
3/20/2023 7:00,19.98687525,166,244,209,35.8562495
3/20/2023 8:00,20.29171475,326,375,350,91.3125
3/20/2023 9:00,17.5253185,326,375,350,99.70625
3/20/2023 10:00,20.902273,303,280,261,99.815625
3/20/2023 11:00,20.21792125,303,280,261,98.996875
3/20/2023 12:00,20.35145275,324,278,309,98.71875
3/20/2023 13:00,19.7531945,324,278,309,98.315625
3/20/2023 14:00,18.53120125,322,318,289,98.121875
3/20/2023 15:00,17.51565525,322,318,289,98.50416667
3/20/2023 16:00,17.283731,322,318,289,97.53888889
3/20/2023 17:00,17.75636375,532,517,460,93.75
3/20/2023 18:00,20.161697,532,517,460,87.984375
3/20/2023 19:00,19.747045,532,517,460,95.796875
3/20/2023 20:00,22.4203205,495,486,439,94.9
3/20/2023 21:00,18.343202,495,486,439,95.1125
3/20/2023 22:00,19.35172,274,280,259,90.109375
3/20/2023 23:00,19.55992475,274,280,259,82.66875
3/21/2023 0:00,22.25252675,247,258,261,99.85833333
3/21/2023 1:00,20.573714,247,258,261,98.83125
3/21/2023 2:00,17.90834425,247,258,261,98.159375
3/21/2023 3:00,19.4843735,247,258,261,98.096875
3/21/2023 4:00,20.35584575,471,513,502,97.659375
3/21/2023 5:00,19.07762825,471,513,502,97.596875
3/21/2023 6:00,19.7479235,471,513,502,95.053125
3/21/2023 7:00,17.3065725,471,513,502,95.09375
3/21/2023 8:00,20.202108,478,522,502,96.0875
3/21/2023 9:00,19.4501125,478,522,502,95.725
3/21/2023 10:00,17.4743655,242,263,260,94.55
3/21/2023 11:00,17.75284975,242,263,260,95.015625
3/21/2023 12:00,18.381856,213,236,230,91.50833333
3/21/2023 13:00,16.199662,213,236,230,87.91875
3/21/2023 14:00,18.01025075,218,237,216,83.76964286
3/21/2023 15:00,14.296831,218,237,216,75.7025
3/21/2023 16:00,17.517412,218,237,216,63.10833333
3/21/2023 17:00,16.71007025,270,308,294,57.7374995
3/21/2023 18:00,17.66939275,270,308,294,46.278125
3/21/2023 19:00,20.014109,270,308,294,38.63749925
3/21/2023 20:00,18.27731425,347,361,355,39.02187375
3/21/2023 21:00,18.065596,347,361,355,34.3718745
3/21/2023 22:00,19.5520175,215,235,241,23.887498
3/21/2023 23:00,17.476123,215,235,241,25.34374875
3/22/2023 0:00,18.49781825,191,225,197,20.61562325
3/22/2023 1:00,17.37158125,191,225,197,23.21249875
3/22/2023 2:00,19.7909705,191,225,197,24.75937375
3/22/2023 3:00,16.69689288,191,225,197,12.44687325
3/22/2023 4:00,17.95929775,389,463,407,0.078123003
3/22/2023 5:00,11.23350163,389,463,407,0.056248
3/22/2023 6:00,14.62099725,389,463,407,0.016664666
3/22/2023 7:00,15.736693,389,463,407,1.059373
3/22/2023 8:00,19.77340025,262,376,309,5.212498075
3/22/2023 9:00,17.84509275,262,376,309,7.8499982
3/22/2023 10:00,17.391786,212,218,231,8.583331333
3/22/2023 11:00,16.7504813,212,218,231,10.78333133
3/22/2023 12:00,19.37104725,213,210,216,10.78749825
3/22/2023 13:00,14.968005,213,210,216,11.27656088
3/22/2023 14:00,17.15986225,185,188,198,12.04999833
3/22/2023 15:00,13.9287395,185,188,198,12.166665
3/22/2023 16:00,15.552207,185,188,198,12.349998
3/22/2023 17:00,14.48746575,229,281,251,12.337498
3/22/2023 18:00,16.9613215,229,281,251,12.81562325
3/22/2023 19:00,17.05971375,229,281,251,13.77812325
3/22/2023 20:00,17.8881395,307,343,320,14.60416467
3/22/2023 21:00,15.64708575,307,343,320,14.687498
3/22/2023 22:00,18.2246045,185,196,176,14.77187325
3/22/2023 23:00,14.84413675,185,196,176,14.74583133
3/23/2023 0:00,14.27926125,154,187,154,14.62916467
3/23/2023 1:00,17.19236675,154,187,154,12.11562325
3/23/2023 2:00,16.731154,154,187,154,1.25937305
3/23/2023 3:00,10.52543025,154,187,154,1.237498
3/23/2023 4:00,12.9000155,330,384,300,1.221873025
3/23/2023 5:00,10.9646805,330,384,300,1.22812305
3/23/2023 6:00,11.58929385,330,384,300,1.008331343
3/23/2023 7:00,15.55132875,330,384,300,1.20312303
3/23/2023 8:00,17.8152235,233,301,239,2.290623025
3/23/2023 9:00,17.45328125,233,301,239,3.58437305
3/23/2023 10:00,18.14905375,182,202,182,4.01249805
3/23/2023 11:00,16.599379,182,202,182,5.12249806
3/23/2023 12:00,16.447399,193,211,178,4.983331333
3/23/2023 13:00,14.85819275,193,211,178,4.99249806
3/23/2023 14:00,13.42272325,154,189,171,5.349998075
3/23/2023 15:00,13.15829475,154,189,171,5.652498
3/23/2023 16:00,16.63188375,154,189,171,5.8624981
3/23/2023 17:00,15.51531025,236,275,255,6.333331333
3/23/2023 18:00,19.52302775,236,275,255,13.39999808
3/23/2023 19:00,16.39908175,236,275,255,60.596875
3/23/2023 20:00,20.55263,382,388,339,97.4375
3/23/2023 21:00,21.070066,382,388,339,100.421875
3/23/2023 22:00,21.0972995,330,298,307,98.853125
3/23/2023 23:00,17.46909475,330,298,307,98.63125
3/24/2023 0:00,20.6703485,315,294,306,98.3875
3/24/2023 1:00,18.062082,315,294,306,97.909375
3/24/2023 2:00,20.76259125,315,294,306,97.940625
3/24/2023 3:00,18.957273,315,294,306,97.771875
3/24/2023 4:00,20.16608925,573,544,525,97.121875
3/24/2023 5:00,19.26123475,573,544,525,97.6125
3/24/2023 6:00,20.70109625,573,544,525,96.921875
3/24/2023 7:00,18.42051,573,544,525,98.578125
3/24/2023 8:00,18.8439475,502,493,458,97.8375
3/24/2023 9:00,18.79211525,502,493,458,97.26964286
3/24/2023 10:00,19.806783,240,245,228,96.8175
3/24/2023 11:00,18.480248,240,245,228,92.125
3/24/2023 12:00,19.81996075,244,254,241,82.8375
3/24/2023 13:00,15.5443005,244,254,241,76.321875
3/24/2023 14:00,20.11601475,219,216,197,65.453125
3/24/2023 15:00,16.8831355,219,216,197,67.6
3/24/2023 16:00,19.051273,219,216,197,61.85
3/24/2023 17:00,15.7235145,323,329,330,58.48125
3/24/2023 18:00,21.192177,323,329,330,53.196875
3/24/2023 19:00,14.835351,323,329,330,53.8281235
3/24/2023 20:00,20.09141725,378,376,355,45.753125
3/24/2023 21:00,16.6178285,378,376,355,42.9874995
3/24/2023 22:00,20.51134,240,235,236,25.09687375
3/24/2023 23:00,17.17655375,240,235,236,9.865623
3/25/2023 0:00,14.76770725,226,227,222,0.799998
3/25/2023 1:00,10.1397685,226,227,222,0.76249801
3/25/2023 2:00,11.65781675,226,227,222,0.754164687
3/25/2023 3:00,11.98725425,226,227,222,0.753123007
3/25/2023 4:00,11.3986592,205,287,260,0.749998015
3/25/2023 5:00,10.39892625,205,287,260,0.787498015
3/25/2023 6:00,10.09320832,205,287,260,0.57499801
3/25/2023 7:00,11.93893663,205,287,260,0.520831333
3/25/2023 8:00,16.27696975,237,268,250,0.446873005
3/25/2023 9:00,16.6362765,237,268,250,0.990623033
3/25/2023 10:00,16.6169495,192,188,201,5.299998
3/25/2023 11:00,16.4983515,192,188,201,10.9218735
3/25/2023 12:00,16.3296795,206,224,167,11.116665
3/25/2023 13:00,15.23419075,206,224,167,10.58749825
3/25/2023 14:00,15.68837525,185,178,173,11.00468613
3/25/2023 15:00,14.07544888,185,178,173,11.2562485
3/25/2023 16:00,15.82454263,185,178,173,11.304165
3/25/2023 17:00,13.6511335,329,279,286,11.40624825
3/25/2023 18:00,16.369213,329,279,286,11.699998
3/25/2023 19:00,14.68249213,329,279,286,12.012498
3/25/2023 20:00,17.47963675,386,305,297,12.012498
3/25/2023 21:00,13.44380775,386,305,297,12.037498
3/25/2023 22:00,15.3123765,258,229,203,12.068748
3/25/2023 23:00,13.00455738,258,229,203,12.068748
3/26/2023 0:00,12.192823,197,201,188,12.10624825
3/26/2023 1:00,11.56820975,197,201,188,12.129165
3/26/2023 2:00,11.6885645,197,201,188,12.068748
3/26/2023 3:00,10.25485275,197,201,188,12.037498
3/26/2023 4:00,11.277426,261,333,230,12.0031235
3/26/2023 5:00,8.258022075,261,333,230,12.024998
3/26/2023 6:00,11.005091,261,333,230,12.037498
3/26/2023 7:00,11.6349755,261,333,230,11.949998
3/26/2023 8:00,15.28690025,218,233,182,11.89374825
3/26/2023 9:00,16.017812,218,233,182,12.324998
3/26/2023 10:00,17.76866325,230,183,184,13.071873
3/26/2023 11:00,16.2655495,230,183,184,13.637498
3/26/2023 12:00,15.575927,246,216,202,13.32812325
3/26/2023 13:00,14.958341,246,216,202,13.42499825
3/26/2023 14:00,17.11066625,204,195,173,13.62499825
3/26/2023 15:00,13.68275963,204,195,173,13.69999811
3/26/2023 16:00,14.86961275,204,195,173,13.747498
3/26/2023 17:00,14.328457,245,277,256,13.9249985
3/26/2023 18:00,16.5818105,245,277,256,14.04583133
3/26/2023 19:00,16.55984675,245,277,256,14.1999985
3/26/2023 20:00,17.5903275,390,344,278,14.50937325
3/26/2023 21:00,14.606063,390,344,278,14.631248
3/26/2023 22:00,12.62943775,266,212,192,14.562498
3/26/2023 23:00,12.13572088,266,212,192,14.45624825
3/27/2023 0:00,13.94543088,149,176,152,14.587499
